bill_id,date,chamber,sequence,action
1456719,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1456719,2021-03-22,Assembly,5,"Re-referred to Com. on L. GOV."
1456719,2021-04-15,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (April 14)."
1456719,2021-04-19,Assembly,7,"Read second time and amended."
1456719,2021-04-20,Assembly,8,"Re-referred to Com. on APPR."
1456719,2021-05-05,Assembly,9,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456720,2021-02-18,Assembly,1,"Read first time. To print."
1456720,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456720,2021-03-04,Assembly,3,"Referred to Com. on ED."
1456720,2021-03-04,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended."
1456720,2021-03-08,Assembly,5,"Re-referred to Com. on ED."
1456721,2021-02-18,Assembly,1,"Read first time. To print."
1456721,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456721,2021-03-04,Assembly,3,"Referred to Com. on L. & E."
1456721,2021-04-08,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 8). Re-referred to Com. on APPR."
1456721,2021-05-05,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456722,2021-02-18,Assembly,1,"Read first time. To print."
1456722,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456722,2021-03-04,Assembly,3,"Referred to Com. on E.S. & T.M."
1456722,2021-03-30,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."
1456722,2021-04-05,Assembly,5,"Re-referred to Com. on E.S. & T.M."
1456722,2021-04-07,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (April 7). Re-referred to Com. on APPR."
1456722,2021-04-28,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456723,2021-02-18,Assembly,1,"Read first time. To print."
1456723,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456723,2021-03-18,Assembly,3,"Referred to Coms. on A. & A.R. and AGRI."
1456723,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on A. & A.R. Read second time and amended."
1456723,2021-03-22,Assembly,5,"Re-referred to Com. on A. & A.R."
1456723,2021-04-14,Assembly,6,"In committee: Set, first hearing. Hearing canceled at the request of author."
1456724,2021-02-18,Assembly,1,"Read first time. To print."
1456724,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456724,2021-03-04,Assembly,3,"Referred to Com. on B. & P."
1456724,2021-04-20,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 19. Noes 0.) (April 20). Re-referred to Com. on APPR."
1456724,2021-05-05,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456725,2021-02-18,Assembly,1,"Read first time. To print."
1456725,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456726,2021-02-18,Assembly,1,"Read first time. To print."
1456726,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456726,2021-03-04,Assembly,3,"Referred to Coms. on L. & E. and JUD."
1456727,2021-02-18,Assembly,1,"Read first time. To print."
1456727,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456727,2021-03-04,Assembly,3,"Referred to Coms. on H. & C.D. and L. GOV."
1456727,2021-04-16,Assembly,4,"Coauthors revised."
1456727,2021-04-19,Assembly,5,"From committee: Do pass and re-refer to Com. on L. GOV. (Ayes 6. Noes 1.) (April 15). Re-referred to Com. on L. GOV."
1456727,2021-04-29,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 6. Noes 2.) (April 28). Re-referred to Com. on APPR."
1456727,2021-05-12,Assembly,7,"From committee: Do pass. (Ayes 12. Noes 4.) (May 12)."
1456727,2021-05-13,Assembly,8,"Read second time. Ordered to third reading."
1456728,2021-02-18,Assembly,1,"Read first time. To print."
1456728,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456728,2021-03-04,Assembly,3,"Referred to Com. on B. & P."
1456729,2021-02-18,Assembly,1,"Read first time. To print."
1456729,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456729,2021-03-11,Assembly,3,"Referred to Com. on P.E. & R."
1456729,2021-03-11,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."
1456729,2021-03-15,Assembly,5,"Re-referred to Com. on P.E. & R."
1456729,2021-04-19,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 6. Noes 0.) (April 15). Re-referred to Com. on APPR."
1456729,2021-04-28,Assembly,7,"From committee: Do pass. To Consent Calendar. (Ayes 16. Noes 0.) (April 28)."
1456729,2021-04-29,Assembly,8,"Read second time. Ordered to Consent Calendar."
1456729,2021-05-06,Assembly,9,"Read third time. Passed. Ordered to the Senate."
1456729,2021-05-06,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1456729,2021-05-06,Assembly,11,"Read third time. Passed. Ordered to the Senate. (Ayes 77. Noes 0.)"
1456730,2021-02-18,Assembly,1,"Read first time. To print."
1456730,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456730,2021-03-18,Assembly,3,"Referred to Com. on P.E. & R."
1456730,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."
1456730,2021-03-22,Assembly,5,"Re-referred to Com. on P.E. & R."
1456730,2021-04-19,Assembly,6,"From committee: Do pass and re-refer to Com. on M. & V.A. (Ayes 7. Noes 0.) (April 15). Re-referred to Com. on M. & V.A."
1456731,2021-02-18,Assembly,1,"Read first time. To print."
1456731,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456731,2021-03-04,Assembly,3,"Referred to Coms. on L. & E. and JUD."
1456731,2021-04-13,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. & E. Read second time and amended."
1456731,2021-04-14,Assembly,5,"Re-referred to Com. on L. & E."
1456731,2021-04-19,Assembly,6,"Assembly Rule 56 suspended."
1456731,2021-04-19,Assembly,7,"(pending re-refer to Com. on JUD.)"
1456731,2021-04-26,Assembly,8,"From committee: Do pass and re-refer to Com. on JUD. (Ayes 7. Noes 0.) (April 22). Re-referred to Com. on JUD."
1456731,2021-04-28,Assembly,9,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 27)."
1456731,2021-04-29,Assembly,10,"Read second time and amended."
1456731,2021-05-03,Assembly,11,"Re-referred to Com. on APPR."
1456731,2021-05-12,Assembly,12,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456732,2021-02-18,Assembly,1,"Read first time. To print."
1456732,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456732,2021-03-04,Assembly,3,"Referred to Com. on B. & P."
1456732,2021-03-04,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on B. & P. Read second time and amended."
1456732,2021-03-08,Assembly,5,"Re-referred to Com. on B. & P."
1456732,2021-04-20,Assembly,6,"From committee: Do pass. (Ayes 12. Noes 0.) (April 20)."
1456732,2021-04-21,Assembly,7,"Read second time. Ordered to third reading."
1456733,2021-02-18,Assembly,1,"Read first time. To print."
1456733,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456733,2021-03-04,Assembly,3,"Referred to Com. on TRANS."
1456733,2021-04-05,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1456733,2021-04-06,Assembly,5,"Re-referred to Com. on TRANS."
1456733,2021-04-13,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 15. Noes 0.) (April 12). Re-referred to Com. on APPR."
1456733,2021-05-05,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456734,2021-02-18,Assembly,1,"Read first time. To print."
1456734,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456734,2021-03-04,Assembly,3,"Referred to Com. on J.,E.D., & E."
1456734,2021-03-30,Assembly,4,"Coauthors revised."
1456734,2021-04-27,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 6. Noes 0.) (April 27). Re-referred to Com. on APPR."
1456734,2021-05-12,Assembly,6,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456735,2021-02-18,Assembly,1,"Read first time. To print."
1456735,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456735,2021-03-04,Assembly,3,"Referred to Com. on J.,E.D., & E."
1456735,2021-04-20,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on J.,E.D., & E. Read second time and amended."
1456735,2021-04-21,Assembly,5,"Re-referred to Com. on J.,E.D., & E."
1456735,2021-04-29,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 0.) (April 27)."
1456735,2021-05-03,Assembly,7,"Read second time and amended."
1456735,2021-05-04,Assembly,8,"Re-referred to Com. on APPR."
1456735,2021-05-07,Assembly,9,"Measure version as amended on May 3 corrected."
1456736,2021-02-18,Assembly,1,"Read first time. To print."
1456736,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456736,2021-03-25,Assembly,3,"Referred to Com. on HEALTH."
1456736,2021-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."
1456736,2021-03-26,Assembly,5,"Re-referred to Com. on HEALTH."
1456736,2021-04-21,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 14. Noes 1.) (April 20). Re-referred to Com. on APPR."
1456736,2021-04-28,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456737,2021-02-18,Assembly,1,"Read first time. To print."
1456737,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456737,2021-03-04,Assembly,3,"Referred to Com. on ED."
1456737,2021-03-24,Assembly,4,"Coauthors revised."
1456737,2021-03-26,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 7. Noes 0.) (March 24). Re-referred to Com. on APPR."
1456737,2021-04-14,Assembly,6,"From committee: Do pass. To Consent Calendar. (Ayes 16. Noes 0.) (April 14)."
1456737,2021-04-15,Assembly,7,"Read second time. Ordered to Consent Calendar."
1456737,2021-04-22,Assembly,8,"From Consent Calendar."
1456737,2021-04-22,Assembly,9,"Ordered to third reading."
1456737,2021-05-03,Assembly,10,"Read third time. Passed. Ordered to the Senate."
1456737,2021-05-04,Senate,11,"In Senate. Read first time. To Com. on RLS. for assignment."
1456737,2021-05-12,Senate,12,"Referred to Com. on ED."
1456738,2021-02-18,Assembly,1,"Read first time. To print."
1456738,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456738,2021-03-04,Assembly,3,"Referred to Com. on HIGHER ED."
1456738,2021-04-05,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HIGHER ED. Read second time and amended."
1456738,2021-04-06,Assembly,5,"Re-referred to Com. on HIGHER ED."
1456738,2021-04-12,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 3.) (April 8)."
1456738,2021-04-13,Assembly,7,"Read second time and amended."
1456738,2021-04-14,Assembly,8,"Re-referred to Com. on APPR."
1456738,2021-04-28,Assembly,9,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456739,2021-02-18,Assembly,1,"Read first time. To print."
1456739,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456739,2021-03-04,Assembly,3,"Referred to Coms. on L. & E. and INS."
1456739,2021-04-08,Assembly,4,"From committee: Do pass and re-refer to Com. on INS. (Ayes 5. Noes 2.) (April 8). Re-referred to Com. on INS."
1456739,2021-04-22,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on INS. Read second time and amended."
1456739,2021-04-26,Assembly,6,"Re-referred to Com. on INS."
1456739,2021-04-26,Assembly,7,"Re-referred to Com. on APPR. pursuant to Assembly Rule 96."
1456739,2021-04-29,Assembly,8,"In committee: Set, first hearing. Hearing canceled at the request of author."
1456739,2021-05-12,Assembly,9,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456740,2021-02-18,Assembly,1,"Read first time. To print."
1456740,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456740,2021-03-25,Assembly,3,"Referred to Com. on HEALTH."
1456740,2021-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."
1456740,2021-03-26,Assembly,5,"Re-referred to Com. on HEALTH."
1456740,2021-04-13,Assembly,6,"Coauthors revised."
1456740,2021-04-14,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 12. Noes 2.) (April 13). Re-referred to Com. on APPR."
1456740,2021-04-28,Assembly,8,"From committee: Do pass. (Ayes 12. Noes 4.) (April 28)."
1456740,2021-04-29,Assembly,9,"Read second time. Ordered to third reading."
1456741,2021-02-18,Assembly,1,"Read first time. To print."
1456741,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456741,2021-03-04,Assembly,3,"Referred to Com. on H. & C.D."
1456741,2021-05-03,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 2.) (April 29)."
1456741,2021-05-04,Assembly,5,"Read second time and amended."
1456741,2021-05-05,Assembly,6,"Re-referred to Com. on APPR."
1456741,2021-05-12,Assembly,7,"From committee: Do pass. (Ayes 12. Noes 4.) (May 12)."
1456741,2021-05-13,Assembly,8,"Read second time. Ordered to third reading."
1456742,2021-02-18,Assembly,1,"Read first time. To print."
1456742,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456742,2021-03-04,Assembly,3,"Referred to Com. on E.M."
1456742,2021-03-30,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on E.M. Read second time and amended."
1456742,2021-04-05,Assembly,5,"Re-referred to Com. on E.M."
1456743,2021-02-18,Assembly,1,"Read first time. To print."
1456743,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456743,2021-03-04,Assembly,3,"Referred to Com. on TRANS."
1456744,2021-02-18,Assembly,1,"Read first time. To print."
1456744,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456744,2021-03-04,Assembly,3,"Referred to Com. on HEALTH."
1456744,2021-04-14,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 15. Noes 0.) (April 13). Re-referred to Com. on APPR."
1456744,2021-04-21,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456745,2021-02-18,Assembly,1,"Read first time. To print."
1456745,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456745,2021-03-04,Assembly,3,"Referred to Com. on TRANS."
1456745,2021-03-26,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1456745,2021-03-29,Assembly,5,"Re-referred to Com. on TRANS."
1456745,2021-04-06,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 14. Noes 0.) (April 5). Re-referred to Com. on APPR."
1456745,2021-04-28,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456746,2021-02-18,Assembly,1,"Read first time. To print."
1456746,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456746,2021-03-18,Assembly,3,"Referred to Com. on P.E. & R."
1456746,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."
1456746,2021-03-22,Assembly,5,"Re-referred to Com. on P.E. & R."
1456746,2021-04-20,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."
1456746,2021-04-21,Assembly,7,"Re-referred to Com. on P.E. & R."
